Cluster	DNase_ENCODE_ID	DNase_Output_Type
renal_cortex_interstitium_ENCSR849OKE	ENCFF725AZD	unfiltered alignments
renal_cortex_interstitium_ENCSR851ZFT	ENCFF942XVR	unfiltered alignments
renal_cortex_interstitium_ENCSR932DHT	ENCFF724IRR	unfiltered alignments
inferior_parietal_cortex_ENCSR986YWZ	ENCFF948ZIC	alignments
right_atrium_auricular_region_ENCSR278SKG	ENCFF387JZG	alignments
right_atrium_auricular_region_ENCSR984SQJ	ENCFF068EYV	alignments
esophagus_squamous_epithelium_ENCSR783OCW	ENCFF104MIA	alignments
tibial_artery_ENCSR080ISA	ENCFF641PPV	alignments
tibial_artery_ENCSR090IDV	ENCFF217PGC	alignments
tibial_artery_ENCSR102RSU	ENCFF090MWN	alignments
breast_epithelium_ENCSR788IZL	ENCFF106NEF	alignments
breast_epithelium_ENCSR859LTL	ENCFF669BAO	alignments
psoas_muscle_ENCSR000ELO	ENCFF215SXQ, ENCFF901DPU	unfiltered alignments, unfiltered alignments
psoas_muscle_ENCSR082PDJ	ENCFF609OFI	alignments
psoas_muscle_ENCSR108SYM	ENCFF042TFK	alignments
psoas_muscle_ENCSR388DHS	ENCFF917YWG	alignments
psoas_muscle_ENCSR426TPQ	ENCFF235FOP	unfiltered alignments
upper_lobe_of_left_lung_ENCSR058VBM	ENCFF557TCY	alignments
upper_lobe_of_left_lung_ENCSR164WOF	ENCFF909FQD	alignments
upper_lobe_of_left_lung_ENCSR323UTX	ENCFF125WQU	alignments
upper_lobe_of_left_lung_ENCSR650FLQ	ENCFF006JWD	alignments
upper_lobe_of_left_lung_ENCSR702DPD	ENCFF231SIZ	alignments
upper_lobe_of_left_lung_ENCSR800ADR	ENCFF467XLG	alignments
upper_lobe_of_left_lung_ENCSR909YET	ENCFF824KSF	alignments
lower_lobe_of_left_lung_ENCSR537BGX	ENCFF003RMN	alignments
lower_lobe_of_left_lung_ENCSR632ONQ	ENCFF816ANC	alignments
lower_lobe_of_left_lung_ENCSR757NJT	ENCFF483RKV	alignments
left_colon_ENCSR279SXQ	ENCFF966UTQ	alignments
left_colon_ENCSR867XFA	ENCFF794DGN	alignments
dorsolateral_prefrontal_cortex_ENCSR001QTZ	ENCFF884NRT	alignments
dorsolateral_prefrontal_cortex_ENCSR006MAW	ENCFF116NUQ	alignments
dorsolateral_prefrontal_cortex_ENCSR014GTH	ENCFF535RWT	alignments
dorsolateral_prefrontal_cortex_ENCSR022UVL	ENCFF143UWH	alignments
dorsolateral_prefrontal_cortex_ENCSR059NIN	ENCFF397NNU	alignments
dorsolateral_prefrontal_cortex_ENCSR060MJY	ENCFF978AHA	alignments
dorsolateral_prefrontal_cortex_ENCSR124IMM	ENCFF063HKZ	alignments
dorsolateral_prefrontal_cortex_ENCSR173YSO	ENCFF505OFL	alignments
dorsolateral_prefrontal_cortex_ENCSR209ECO	ENCFF189NCP	alignments
dorsolateral_prefrontal_cortex_ENCSR210ESN	ENCFF292PMY	alignments
dorsolateral_prefrontal_cortex_ENCSR215DXT	ENCFF291ZCY	alignments
dorsolateral_prefrontal_cortex_ENCSR221ROM	ENCFF639BBF	alignments
dorsolateral_prefrontal_cortex_ENCSR306LNA	ENCFF147OGX	alignments
dorsolateral_prefrontal_cortex_ENCSR329FAP	ENCFF617VLY	alignments
dorsolateral_prefrontal_cortex_ENCSR329FHR	ENCFF508VVI	alignments
dorsolateral_prefrontal_cortex_ENCSR340XQX	ENCFF669HSH	alignments
dorsolateral_prefrontal_cortex_ENCSR351FWN	ENCFF206ZKI	alignments
dorsolateral_prefrontal_cortex_ENCSR386XPD	ENCFF266UVR	alignments
dorsolateral_prefrontal_cortex_ENCSR401UZL	ENCFF301WKE	alignments
dorsolateral_prefrontal_cortex_ENCSR419KXU	ENCFF418AJG	alignments
dorsolateral_prefrontal_cortex_ENCSR426KLJ	ENCFF375NXF	alignments
dorsolateral_prefrontal_cortex_ENCSR428ZCP	ENCFF446JDN	alignments
dorsolateral_prefrontal_cortex_ENCSR490UQP	ENCFF465WGX	alignments
dorsolateral_prefrontal_cortex_ENCSR498RLX	ENCFF246QEH	alignments
dorsolateral_prefrontal_cortex_ENCSR518WRP	ENCFF175CMR	alignments
dorsolateral_prefrontal_cortex_ENCSR532DBH	ENCFF892OLB	alignments
dorsolateral_prefrontal_cortex_ENCSR570BWW	ENCFF647TPO	alignments
dorsolateral_prefrontal_cortex_ENCSR571CJM	ENCFF902LXF	alignments
dorsolateral_prefrontal_cortex_ENCSR606QDB	ENCFF727AGR	alignments
dorsolateral_prefrontal_cortex_ENCSR617SVO	ENCFF066YOO	alignments
dorsolateral_prefrontal_cortex_ENCSR645HET	ENCFF163PSF	alignments
dorsolateral_prefrontal_cortex_ENCSR661AMM	ENCFF195KCN	alignments
dorsolateral_prefrontal_cortex_ENCSR670BGI	ENCFF329ESC	alignments
dorsolateral_prefrontal_cortex_ENCSR686LOE	ENCFF344RYW	alignments
dorsolateral_prefrontal_cortex_ENCSR720FVJ	ENCFF340VDR	alignments
dorsolateral_prefrontal_cortex_ENCSR749WVO	ENCFF852OWB	alignments
dorsolateral_prefrontal_cortex_ENCSR751VMX	ENCFF211LAD	alignments
dorsolateral_prefrontal_cortex_ENCSR763XBU	ENCFF277BCT	alignments
dorsolateral_prefrontal_cortex_ENCSR785MXI	ENCFF865REX	alignments
dorsolateral_prefrontal_cortex_ENCSR796YOJ	ENCFF958AIS	alignments
dorsolateral_prefrontal_cortex_ENCSR800KVI	ENCFF306XXE	alignments
dorsolateral_prefrontal_cortex_ENCSR800MBE	ENCFF990EJE	alignments
dorsolateral_prefrontal_cortex_ENCSR805RJA	ENCFF120BYB	alignments
dorsolateral_prefrontal_cortex_ENCSR811OUF	ENCFF507QWT	alignments
dorsolateral_prefrontal_cortex_ENCSR819GAF	ENCFF879QFZ	alignments
dorsolateral_prefrontal_cortex_ENCSR832XVZ	ENCFF608CVY	alignments
dorsolateral_prefrontal_cortex_ENCSR839RAJ	ENCFF615RWO	alignments
dorsolateral_prefrontal_cortex_ENCSR849WGE	ENCFF525DQO	alignments
dorsolateral_prefrontal_cortex_ENCSR865CYW	ENCFF096RBN	alignments
dorsolateral_prefrontal_cortex_ENCSR879XUH	ENCFF502IOV	alignments
dorsolateral_prefrontal_cortex_ENCSR880CUB	ENCFF966VCS	alignments
dorsolateral_prefrontal_cortex_ENCSR904LMG	ENCFF855CLY	alignments
dorsolateral_prefrontal_cortex_ENCSR921PPJ	ENCFF054OWB	alignments
dorsolateral_prefrontal_cortex_ENCSR928PKL	ENCFF479FLN	alignments
dorsolateral_prefrontal_cortex_ENCSR982XOK	ENCFF158LPS	alignments
dorsolateral_prefrontal_cortex_ENCSR995YPS	ENCFF984QXK	alignments
omental_fat_pad_ENCSR154OUQ	ENCFF550NDG	alignments
omental_fat_pad_ENCSR693UHT	ENCFF225NCO	alignments
germinal_center_ENCSR000EIZ	ENCFF312VPD	unfiltered alignments
gastrocnemius_medialis_ENCSR171ADO	ENCFF513STI	alignments
gastrocnemius_medialis_ENCSR171ETY	ENCFF109XKX	alignments
gastrocnemius_medialis_ENCSR520BAD	ENCFF490UZS	alignments
gastrocnemius_medialis_ENCSR686WJL	ENCFF150XTJ	alignments
gastrocnemius_medialis_ENCSR791BHE	ENCFF461BEX	alignments
gastrocnemius_medialis_ENCSR856XLJ	ENCFF891KGR	alignments
embryonic_facial_prominence_ENCSR435NHO	ENCFF250BQL, ENCFF798URD	alignments, alignments
mesenteric_fat_pad_ENCSR197BFD	ENCFF446CLG	alignments
left_renal_pelvis_ENCSR016THC	ENCFF803HRW	unfiltered alignments
left_renal_pelvis_ENCSR258IBL	ENCFF073KIB	unfiltered alignments
left_renal_pelvis_ENCSR318JAA	ENCFF168SEB	unfiltered alignments
left_renal_pelvis_ENCSR320SVK	ENCFF743IBP	unfiltered alignments
right_renal_pelvis_ENCSR540PVZ	ENCFF602RBS	unfiltered alignments
right_renal_pelvis_ENCSR752NTF	ENCFF611NTP	unfiltered alignments
right_renal_pelvis_ENCSR761ZFA	ENCFF450HSX	unfiltered alignments
right_renal_pelvis_ENCSR986HEN	ENCFF341WBU	unfiltered alignments
left_renal_cortex_interstitium_ENCSR039ZVQ	ENCFF387HHO	unfiltered alignments
left_renal_cortex_interstitium_ENCSR092WMD	ENCFF559KDW	unfiltered alignments
left_renal_cortex_interstitium_ENCSR588JXI	ENCFF560NXV	unfiltered alignments
left_renal_cortex_interstitium_ENCSR928SYE	ENCFF034LXG	unfiltered alignments
right_renal_cortex_interstitium_ENCSR014VAC	ENCFF613UDL	unfiltered alignments
right_renal_cortex_interstitium_ENCSR268QCH	ENCFF365PIK	unfiltered alignments
right_renal_cortex_interstitium_ENCSR887BNC	ENCFF576OOA	unfiltered alignments
suprapubic_skin_ENCSR101QXF	ENCFF134TIX	alignments
suprapubic_skin_ENCSR709IYR	ENCFF378TLV	alignments
right_forelimb_ENCSR274SDO	ENCFF058IRC	alignments
left_forelimb_ENCSR976XOY	ENCFF705ALI	alignments
right_hindlimb_ENCSR449HOQ	ENCFF515IZO	alignments
left_hindlimb_ENCSR431UEM	ENCFF025MJM	alignments
